node_id,battery_voltage_mv,battery_pct,dv_dt_mv_per_hr,temperature_c,rssi_variance,missed_heartbeats,hours_to_failure,health_status
NODE_005,3290,9.9,-57.84,53.2,43.89,13,1.32,2
NODE_015,3886,64.0,-4.65,20.5,4.38,0,71.09,0
NODE_022,4034,81.6,-6.21,25.6,2.5,1,60.53,0
NODE_020,3967,75.1,-11.35,29.1,1.15,0,55.43,0
NODE_011,4168,96.6,-14.92,18.7,1.36,0,52.51,0
NODE_019,3508,25.0,-19.12,35.6,20.28,3,13.75,1
NODE_011,3086,2.1,-139.5,47.5,25.1,14,1.12,2
NODE_024,3793,55.0,-11.36,33.3,3.39,0,49.67,0
NODE_023,3966,75.0,-4.8,35.8,1.72,0,52.42,0
NODE_015,3533,26.8,-33.84,43.0,9.82,3,15.8,1
NODE_023,3897,68.4,-12.49,35.3,3.39,0,27.34,0
NODE_018,3484,21.2,-41.39,44.0,9.77,2,14.42,1
NODE_021,3887,65.2,-13.89,24.8,0.54,0,31.22,0
NODE_009,3833,60.2,-8.37,24.2,3.43,0,39.82,0
NODE_023,3961,72.8,-5.56,34.2,3.14,0,58.33,0
NODE_012,3878,63.3,-13.37,20.8,3.64,0,25.69,0
NODE_003,4082,88.8,-6.96,26.2,5.45,0,57.4,0
NODE_013,4133,93.5,-6.38,35.3,4.05,0,42.69,0
NODE_007,4096,89.4,-6.26,34.7,4.1,1,69.66,0
NODE_001,3818,58.6,-8.08,28.2,3.88,0,65.6,0
NODE_004,3702,42.0,-27.25,41.0,16.97,1,10.16,1
NODE_008,3192,6.2,-107.27,58.8,41.39,12,0.59,2
NODE_018,3168,5.3,-129.01,53.9,38.59,11,0.63,2
NODE_013,4153,97.1,-8.15,22.7,1.9,0,59.85,0
NODE_020,3494,21.5,-20.88,41.2,19.87,2,3.03,1
NODE_019,3769,53.5,-14.33,22.4,5.46,0,46.46,0
NODE_016,3515,24.4,-25.89,43.8,9.94,4,15.3,1
NODE_017,3819,57.5,-5.25,31.5,1.04,0,39.45,0
NODE_024,3307,9.8,-124.41,51.0,33.86,13,2.05,2
NODE_022,3242,9.3,-94.47,52.2,25.26,15,1.83,2
NODE_012,3511,28.7,-38.61,40.4,20.94,3,14.99,1
NODE_002,3876,63.9,-11.37,34.6,4.05,0,64.18,0
NODE_019,3975,73.0,-10.84,33.7,5.75,1,48.81,0
NODE_003,3829,57.5,-8.07,32.0,4.51,0,36.81,0
NODE_001,3841,59.9,-11.67,33.6,3.31,0,62.46,0
NODE_001,4191,99.6,-14.01,30.4,3.25,0,24.22,0
NODE_013,3825,57.5,-13.18,21.7,1.15,0,55.82,0
NODE_015,4078,87.6,-13.32,20.1,4.74,0,24.26,0
NODE_013,3813,56.5,-12.83,20.2,4.47,0,57.04,0
NODE_022,3616,33.9,-33.18,37.0,20.96,2,5.78,1
NODE_010,3954,71.6,-10.95,27.7,4.13,0,65.35,0
NODE_010,3522,21.1,-24.36,37.4,9.41,1,13.27,1
NODE_022,3990,76.2,-3.94,33.5,3.67,0,25.27,0
NODE_020,3802,56.4,-4.92,28.6,4.35,0,70.25,0
NODE_024,4105,89.5,-5.27,31.2,0.51,1,56.65,0
NODE_019,3790,56.4,-6.67,26.9,0.59,0,70.32,0
NODE_004,3828,59.5,-3.78,27.9,3.47,0,59.18,0
NODE_005,3758,51.4,-3.7,34.0,4.78,0,71.47,0
NODE_002,3907,68.1,-13.06,22.2,3.22,0,50.35,0
NODE_002,4076,86.1,-13.98,25.7,3.75,0,25.02,0
NODE_010,4167,97.3,-13.72,23.7,5.74,0,65.44,0
NODE_021,3533,24.7,-25.82,37.4,11.5,1,11.01,1
NODE_013,3286,10.0,-70.84,53.3,39.67,13,0.26,2
NODE_015,4100,88.9,-10.82,23.1,5.14,1,31.57,0
NODE_004,4111,90.5,-9.46,18.0,0.74,0,24.4,0
NODE_017,3844,60.4,-5.33,31.3,2.77,0,42.26,0
NODE_009,3489,20.7,-40.63,40.2,15.62,2,13.56,1
NODE_022,3789,55.4,-7.89,33.6,1.09,0,21.28,0
NODE_003,3762,52.1,-9.56,22.4,3.04,0,22.3,0
NODE_002,3531,26.6,-18.81,45.4,14.89,1,8.21,1
NODE_004,3437,18.7,-29.74,36.2,15.44,2,7.62,1
NODE_014,3616,35.9,-31.6,36.5,15.86,1,16.0,1
NODE_007,3489,22.7,-23.13,45.3,20.91,3,14.57,1
NODE_014,3486,20.4,-29.2,40.3,19.63,2,9.18,1
NODE_002,3872,63.3,-10.02,19.8,5.81,0,19.35,0
NODE_003,3468,19.5,-29.11,42.0,9.74,1,3.26,1
NODE_021,3864,61.8,-5.78,27.9,5.01,0,55.8,0
NODE_023,3528,26.1,-44.92,37.0,21.96,1,13.2,1
NODE_002,4027,80.4,-14.55,28.6,4.06,0,44.83,0
NODE_013,3607,33.9,-31.69,36.7,8.91,2,8.71,1
NODE_004,3568,29.5,-29.97,37.5,13.75,1,4.29,1
NODE_007,4172,97.6,-9.18,28.3,1.87,0,59.16,0
NODE_014,4057,86.8,-3.4,30.1,3.77,0,67.25,0
NODE_020,3755,50.7,-6.46,34.4,1.41,0,71.35,0
NODE_022,3860,60.7,-14.39,26.3,5.47,0,23.71,0
NODE_014,3830,57.9,-7.02,18.5,4.92,0,23.13,0
NODE_018,3393,13.8,-118.83,58.3,34.29,13,1.31,2
NODE_019,3828,57.3,-13.66,35.6,5.79,0,47.03,0
NODE_021,3881,64.5,-7.06,18.5,5.01,0,47.52,0
NODE_013,3191,5.9,-127.56,53.8,42.0,9,1.35,2
NODE_024,3276,10.1,-100.37,53.6,20.29,6,0.25,2
NODE_001,3767,52.3,-9.31,26.5,1.02,0,63.47,0
NODE_013,3890,65.0,-10.16,31.8,4.17,1,45.59,0
NODE_016,3645,35.7,-23.63,41.2,13.93,4,4.96,1
NODE_024,3621,35.4,-18.03,45.2,14.68,2,6.47,1
NODE_019,4066,85.7,-11.9,32.2,4.85,0,37.15,0
NODE_002,3998,77.6,-12.02,26.8,4.21,0,47.87,0
NODE_008,3925,68.9,-13.72,34.8,3.7,1,53.57,0
NODE_021,3867,64.6,-14.46,28.9,2.82,0,63.09,0
NODE_013,3838,62.4,-11.82,29.0,0.64,0,34.87,0
NODE_003,3813,57.6,-10.94,24.9,1.38,1,49.32,0
NODE_008,3553,30.2,-30.35,35.5,15.04,2,13.26,1
NODE_008,3924,70.0,-6.64,22.1,0.73,0,71.19,0
NODE_013,4194,99.5,-5.97,26.0,3.67,0,51.65,0
NODE_003,3778,53.7,-3.02,20.0,5.43,2,31.41,0
NODE_022,3651,36.0,-23.0,46.0,20.22,2,4.4,1
NODE_007,3936,70.4,-14.99,21.4,1.87,1,35.35,0
NODE_017,3902,66.6,-5.04,18.4,1.41,1,33.03,0
NODE_010,3874,63.1,-7.6,25.7,4.08,1,55.64,0
NODE_009,3993,78.4,-10.18,19.1,4.66,0,67.22,0
NODE_024,3992,75.8,-6.6,28.7,3.65,0,20.26,0
NODE_018,3346,12.7,-62.03,55.3,22.42,5,1.16,2
NODE_014,4204,99.8,-5.55,33.1,3.92,1,51.84,0
NODE_009,4016,80.8,-8.54,32.5,1.87,2,39.37,0
NODE_020,3874,65.6,-8.92,28.2,4.29,1,35.68,0
NODE_019,3899,65.7,-7.08,20.0,3.88,0,54.69,0
NODE_002,3689,41.4,-18.14,37.0,21.0,3,3.58,1
NODE_004,3776,53.9,-6.81,19.1,5.08,0,59.65,0
NODE_013,3882,65.7,-10.07,30.8,1.19,0,32.03,0
NODE_012,3931,68.9,-14.91,18.4,4.11,0,61.58,0
NODE_010,3999,79.0,-12.85,23.3,2.57,0,64.72,0
NODE_024,3337,10.8,-101.18,51.9,30.9,6,0.13,2
NODE_010,4130,93.3,-9.12,26.0,3.46,0,42.33,0
NODE_010,3749,46.9,-39.81,40.1,16.52,2,6.15,1
NODE_012,3928,70.2,-10.42,20.4,3.98,0,36.17,0
NODE_010,3934,69.8,-10.99,28.9,1.76,0,55.52,0
NODE_022,4129,92.8,-13.58,20.7,1.5,0,42.4,0
NODE_016,3589,32.2,-34.17,43.2,16.59,1,4.35,1
NODE_006,4192,99.2,-13.89,34.4,5.18,0,31.56,0
NODE_017,3732,47.8,-44.83,44.9,15.52,1,10.65,1
NODE_013,3979,74.7,-8.29,21.5,0.94,0,65.65,0
NODE_012,4098,89.3,-14.84,32.4,2.95,2,40.06,0
NODE_009,3309,11.2,-101.75,-6.7,24.12,7,1.37,2
NODE_008,3700,44.5,-35.76,39.2,17.75,2,14.26,1
NODE_018,3973,77.7,-3.32,29.4,2.53,0,45.76,0
NODE_010,4050,83.6,-6.66,22.2,2.28,0,61.03,0
NODE_009,4078,83.8,-9.85,23.5,2.52,0,36.28,0
NODE_005,3407,14.5,-133.1,-5.7,43.37,11,0.79,2
NODE_018,3670,40.1,-18.62,42.2,16.69,3,4.1,1
NODE_015,3218,7.4,-121.43,56.7,36.96,6,1.27,2
NODE_001,4124,91.6,-8.53,30.3,5.01,1,37.1,0
NODE_001,3476,19.8,-22.14,41.3,13.42,1,3.54,1
NODE_011,3490,23.8,-34.56,45.9,21.7,1,10.09,1
NODE_005,4163,94.7,-11.03,22.1,2.18,0,67.72,0
NODE_023,3682,40.2,-31.1,42.6,13.55,2,6.73,1
NODE_003,3564,28.4,-40.35,37.0,20.84,4,6.4,1
NODE_014,3993,76.6,-5.17,33.8,4.29,0,51.46,0
NODE_015,3616,34.6,-44.58,42.2,18.58,3,11.7,1
NODE_008,3497,21.7,-30.51,45.5,15.17,1,10.01,1
NODE_013,3629,35.0,-33.51,41.0,15.2,1,14.53,1
NODE_023,3884,65.3,-3.18,26.7,4.37,0,23.65,0
NODE_015,3517,25.6,-38.72,43.7,20.07,4,10.03,1
NODE_013,3504,23.3,-41.43,36.4,15.79,1,8.84,1
NODE_017,4021,78.4,-13.76,35.6,5.92,0,45.0,0
NODE_013,3107,3.5,-60.66,-5.9,41.67,4,1.81,2
NODE_018,3107,3.7,-129.1,47.2,25.75,4,0.14,2
NODE_023,3959,73.1,-10.45,18.8,0.66,0,50.23,0
NODE_018,3329,11.8,-75.66,-1.4,40.45,7,0.99,2
NODE_003,4164,95.9,-12.18,28.0,5.61,0,52.62,0
NODE_003,4092,87.8,-5.57,23.0,4.81,0,47.72,0
NODE_005,3886,65.5,-4.6,28.6,5.08,0,19.88,0
NODE_007,3770,47.8,-32.66,43.0,20.82,1,13.63,1
NODE_009,3400,16.2,-87.05,48.1,20.49,15,0.21,2
NODE_014,3308,11.7,-102.01,-7.8,36.18,9,0.82,2
NODE_003,3659,39.1,-20.92,45.3,21.81,1,8.81,1
NODE_011,4009,80.7,-3.93,28.6,4.75,0,46.23,0
NODE_001,4001,78.1,-12.66,25.6,1.61,0,38.41,0
NODE_024,4046,81.1,-13.09,28.9,4.82,0,47.16,0
NODE_018,4154,94.9,-8.21,26.5,5.97,0,44.21,0
NODE_020,3766,51.5,-5.37,25.7,2.5,0,48.74,0
NODE_013,4005,79.7,-13.48,35.0,1.23,1,59.26,0
NODE_012,4177,98.2,-8.74,28.1,5.3,0,34.35,0
NODE_003,3748,50.3,-3.68,34.2,2.53,0,21.93,0
NODE_015,3976,75.5,-3.34,20.1,3.18,0,22.87,0
NODE_024,3896,64.8,-7.77,32.1,1.03,0,63.08,0
NODE_018,3796,54.6,-6.45,25.3,1.26,0,26.79,0
NODE_020,3177,6.3,-87.11,59.2,42.04,8,1.83,2
NODE_012,3811,56.6,-5.12,24.2,2.12,0,63.09,0
NODE_011,3982,75.3,-14.97,28.4,1.19,1,44.84,0
NODE_001,3472,18.5,-25.17,34.8,13.59,4,14.68,1
NODE_014,3789,52.6,-12.94,32.9,2.03,1,71.56,0
NODE_017,3991,78.0,-11.06,31.0,4.83,0,22.8,0
NODE_017,3711,45.4,-31.05,35.9,11.67,2,4.17,1
NODE_014,4161,97.1,-8.49,34.8,4.75,0,21.56,0
NODE_012,3310,11.3,-72.22,-6.6,29.3,4,1.57,2
NODE_015,3123,2.7,-66.53,-5.8,22.02,4,1.89,2
NODE_008,3417,14.8,-100.35,49.0,21.1,11,0.27,2
NODE_014,4055,84.0,-14.94,26.7,5.48,0,53.3,0
NODE_017,3887,65.6,-6.46,30.6,1.75,0,61.06,0
NODE_017,4018,79.7,-8.12,33.6,2.77,0,31.88,0
NODE_016,3561,30.4,-25.22,45.5,19.1,2,4.84,1
NODE_016,3910,65.5,-8.54,21.8,4.74,0,19.92,0
NODE_011,3892,67.6,-8.26,29.0,1.72,0,43.29,0
NODE_010,4148,94.1,-5.51,24.5,1.91,0,62.49,0
NODE_011,3170,3.4,-92.31,51.1,33.64,4,1.89,2
NODE_015,3996,77.4,-3.12,35.9,5.4,1,45.18,0
NODE_018,3827,58.8,-5.4,24.9,5.9,1,70.33,0
NODE_010,3808,56.9,-14.43,24.0,2.95,0,32.94,0
NODE_002,3950,72.4,-10.97,19.4,5.79,0,48.49,0
NODE_024,3648,35.8,-30.4,38.0,18.72,1,9.41,1
NODE_023,3740,51.4,-3.12,19.8,1.78,1,71.83,0
NODE_015,3755,46.2,-42.44,45.8,8.27,1,6.83,1
NODE_015,3444,19.6,-26.03,36.0,8.33,2,7.82,1
NODE_008,4161,96.0,-11.78,34.9,4.25,2,66.22,0
NODE_022,3942,71.9,-11.24,32.3,3.61,1,21.21,0
NODE_006,3371,13.2,-77.03,-4.2,28.43,15,2.33,2
NODE_012,3288,11.5,-78.22,-0.4,35.44,4,1.15,2
NODE_002,3268,8.9,-71.15,59.7,31.59,12,0.22,2
NODE_012,3657,35.7,-35.11,34.3,11.23,3,3.85,1
NODE_001,3154,5.6,-79.02,-4.4,38.03,7,1.76,2
NODE_019,3876,63.9,-13.49,18.6,1.68,0,51.03,0
NODE_010,3987,77.1,-7.48,34.4,5.75,2,36.19,0
NODE_020,3508,23.2,-30.27,38.2,18.5,4,11.92,1
NODE_011,3912,68.1,-14.15,19.1,5.8,0,49.19,0
NODE_021,4000,78.6,-3.69,34.4,3.51,0,38.89,0
NODE_015,3774,52.2,-6.65,22.3,3.13,0,54.73,0
NODE_023,3191,4.5,-122.55,51.6,37.47,9,2.17,2
NODE_001,3968,74.5,-10.48,33.3,1.36,0,29.77,0
NODE_021,3762,50.6,-9.08,35.7,2.22,0,39.12,0
NODE_010,3978,76.9,-12.79,19.1,1.53,1,55.93,0
NODE_005,3840,61.1,-11.03,19.7,0.58,0,48.85,0
NODE_021,3241,7.7,-79.09,47.1,39.11,12,1.43,2
NODE_014,3874,62.1,-13.18,34.3,0.99,0,29.88,0
NODE_005,3457,18.2,-20.8,38.0,21.65,4,7.34,1
NODE_019,4188,99.1,-9.59,33.4,5.23,0,50.04,0
NODE_019,3543,27.4,-34.33,36.8,19.8,2,13.45,1
NODE_006,3696,44.5,-41.18,38.4,15.29,1,9.01,1
NODE_015,3347,12.1,-128.65,48.7,40.03,6,0.64,2
NODE_018,3843,59.5,-6.59,21.0,4.06,0,53.65,0
NODE_003,4155,95.5,-5.57,27.4,5.5,0,55.07,0
NODE_019,3793,55.3,-13.66,25.9,3.45,0,47.73,0
NODE_024,3893,65.6,-6.0,30.4,3.09,0,23.09,0
NODE_018,4064,85.4,-6.0,31.9,5.54,0,59.34,0
NODE_023,3513,24.5,-30.22,38.5,21.2,2,10.56,1
NODE_006,3564,26.3,-19.04,37.7,8.75,1,9.68,1
NODE_006,3589,32.3,-44.97,36.1,10.99,1,4.66,1
NODE_008,4171,97.3,-14.29,19.6,2.03,2,53.36,0
NODE_024,4080,87.5,-8.7,20.0,2.82,1,37.43,0
NODE_020,3671,39.0,-26.83,42.8,18.29,1,11.24,1
NODE_002,4069,85.7,-13.21,33.3,1.22,0,37.4,0
NODE_005,3471,21.1,-34.93,36.3,20.58,3,9.54,1
NODE_014,3784,52.4,-11.96,21.5,4.25,0,36.6,0
NODE_020,4136,91.4,-9.52,24.4,5.47,0,47.01,0
NODE_005,3646,38.5,-27.4,45.9,9.26,2,13.57,1
NODE_024,3865,64.9,-4.62,18.7,5.7,0,69.61,0
NODE_007,4113,89.3,-11.84,33.2,4.58,0,21.61,0
NODE_013,3811,57.5,-14.03,33.6,5.66,0,18.76,0
NODE_002,4008,77.9,-10.58,33.1,5.13,1,42.87,0
NODE_002,4045,85.0,-3.84,19.5,3.32,0,37.53,0
NODE_010,4109,88.9,-5.6,23.4,0.7,1,39.14,0
NODE_007,3613,36.1,-39.91,36.7,13.84,1,11.41,1
NODE_013,3842,59.5,-4.84,24.9,2.89,0,22.78,0
NODE_005,4103,89.3,-7.01,34.6,4.56,1,47.96,0
NODE_011,3808,57.6,-6.85,33.3,4.0,1,46.83,0
NODE_016,3289,10.5,-78.15,-0.5,30.19,14,0.68,2
NODE_010,3355,12.4,-80.78,52.7,25.52,12,0.91,2
NODE_008,3346,12.5,-53.38,-2.5,43.95,9,1.7,2
NODE_012,3857,61.2,-11.87,21.6,4.98,0,31.01,0
NODE_003,3589,29.0,-26.95,40.0,8.39,4,6.47,1
NODE_015,3543,29.7,-26.37,42.1,14.99,3,8.22,1
NODE_023,3406,13.8,-115.86,60.5,35.89,7,0.97,2
NODE_008,4004,78.2,-3.11,22.9,2.63,0,59.95,0
NODE_013,3079,2.0,-121.22,-7.1,28.58,9,0.15,2
NODE_023,3262,10.2,-56.72,60.8,27.66,5,2.06,2
NODE_006,3625,35.9,-36.28,45.3,16.06,1,13.98,1
NODE_006,4174,96.1,-14.84,33.7,2.02,0,59.95,0
NODE_019,3171,5.3,-105.37,51.3,44.94,8,1.66,2
NODE_019,4121,89.6,-13.11,25.5,1.14,0,65.85,0
NODE_007,3444,19.7,-29.7,36.6,18.78,1,15.49,1
NODE_022,3084,1.5,-81.89,54.4,33.27,9,2.31,2
NODE_005,3078,2.3,-74.31,60.7,33.92,9,0.48,2
NODE_012,3652,37.7,-25.04,36.1,20.45,2,8.99,1
NODE_009,3658,37.5,-26.67,34.6,14.96,2,5.13,1
NODE_021,3319,11.8,-77.76,52.1,38.55,6,0.63,2
NODE_015,3783,56.6,-9.84,30.3,2.74,0,18.18,0
NODE_009,3320,11.3,-135.8,57.5,40.38,11,2.34,2
NODE_003,4175,96.8,-11.09,27.3,5.91,0,67.72,0
NODE_016,3148,3.9,-128.48,51.8,36.56,7,0.39,2
NODE_001,3536,24.8,-29.51,43.5,18.77,1,8.17,1
NODE_021,3582,32.8,-40.56,34.4,9.7,1,7.5,1
NODE_023,4105,88.8,-12.89,31.0,3.81,0,57.22,0
NODE_016,3571,28.3,-25.58,45.6,12.93,3,11.57,1
NODE_007,3093,3.4,-126.43,59.2,25.67,13,0.56,2
NODE_017,3507,23.2,-37.24,44.2,17.68,3,13.16,1
NODE_008,3510,24.8,-38.88,39.1,15.1,4,9.1,1
NODE_003,3279,9.8,-98.68,52.8,32.45,5,1.93,2
NODE_006,3515,24.0,-43.96,34.2,9.75,1,7.6,1
NODE_018,4178,98.1,-6.87,29.4,1.51,0,64.39,0
NODE_022,3628,36.9,-20.08,43.1,15.48,1,8.23,1
NODE_007,4089,87.7,-13.43,21.8,5.83,0,55.31,0
NODE_005,3811,58.1,-6.46,18.3,1.08,0,31.7,0
NODE_005,4184,99.5,-4.7,28.2,4.45,0,55.01,0
NODE_006,4188,97.9,-10.14,24.8,5.02,0,71.63,0
NODE_007,3760,52.5,-10.32,33.0,3.99,0,64.68,0
NODE_008,4048,82.4,-8.62,22.9,4.26,0,23.65,0
NODE_008,4055,83.5,-12.25,28.1,2.18,0,48.33,0
NODE_005,4029,83.0,-12.36,24.9,2.71,0,60.37,0
NODE_022,4000,78.5,-6.36,29.8,2.62,0,32.95,0
NODE_016,3905,65.9,-8.18,32.4,5.65,0,37.89,0
NODE_014,3154,5.3,-133.03,57.1,28.25,8,0.14,2
NODE_022,4069,86.0,-7.89,21.8,2.27,0,37.32,0
NODE_006,4116,90.2,-5.27,18.3,1.43,2,54.0,0
NODE_003,3657,37.6,-42.41,42.7,9.26,1,15.23,1
NODE_019,4069,85.8,-4.13,29.2,3.05,0,42.51,0
NODE_002,3979,76.2,-12.41,21.0,3.2,0,22.31,0
NODE_020,3171,4.0,-100.59,58.5,31.51,9,1.77,2
NODE_017,3981,73.8,-8.46,24.3,5.12,1,68.8,0
NODE_022,4171,95.8,-6.68,21.7,3.81,0,38.64,0
NODE_010,4180,97.7,-6.93,32.1,4.0,0,24.73,0
NODE_002,4005,79.3,-10.78,18.4,2.42,0,32.7,0
NODE_010,3946,72.8,-3.94,26.6,4.41,0,40.73,0
NODE_018,3893,65.3,-8.46,31.7,3.23,0,42.18,0
NODE_015,3415,15.2,-131.99,52.8,28.69,15,2.48,2
NODE_009,3113,1.5,-103.4,57.5,31.76,4,1.51,2
NODE_013,3299,10.0,-84.52,53.6,22.75,14,1.46,2
NODE_012,4048,84.8,-12.33,21.7,4.32,0,56.83,0
NODE_006,3810,55.5,-8.65,26.3,4.21,0,30.68,0
NODE_003,3284,10.8,-57.55,55.4,34.25,9,1.57,2
NODE_012,3221,7.6,-100.88,-4.0,26.54,8,1.89,2
NODE_010,3689,41.6,-23.62,37.7,9.7,2,10.85,1
NODE_008,3552,25.3,-25.95,44.3,11.86,2,5.94,1
NODE_009,3235,5.2,-92.68,56.9,34.03,6,0.64,2
NODE_019,3945,71.0,-7.73,26.6,5.64,2,54.13,0
NODE_018,3711,44.5,-29.27,45.2,9.4,1,15.58,1
NODE_019,3782,53.1,-12.92,33.5,4.69,0,34.27,0
NODE_017,3888,64.4,-6.48,25.4,2.35,0,25.12,0
NODE_005,3751,50.5,-11.38,28.2,5.17,0,21.46,0
NODE_024,3646,35.0,-22.78,35.7,18.32,1,4.77,1
NODE_004,4140,93.2,-11.0,25.1,2.46,0,39.15,0
NODE_011,4037,81.4,-4.93,35.3,3.55,0,61.53,0
NODE_019,3743,46.3,-37.95,38.3,12.18,1,7.25,1
NODE_013,3786,53.6,-3.79,27.9,0.76,0,66.07,0
NODE_007,3509,22.7,-26.89,35.6,20.01,1,8.95,1
NODE_006,3837,60.4,-13.71,23.4,4.15,0,40.45,0
NODE_024,3681,42.0,-34.3,43.9,19.64,1,13.29,1
NODE_021,4057,85.4,-13.31,33.5,2.6,0,20.71,0
NODE_021,4052,83.1,-9.15,34.0,0.85,0,71.65,0
NODE_010,3901,65.9,-13.14,27.7,4.85,0,20.53,0
NODE_006,3639,36.3,-37.43,38.7,10.54,3,12.49,1
NODE_006,3826,56.7,-3.07,29.2,1.79,0,25.26,0
NODE_013,3798,55.4,-12.55,18.2,0.62,0,40.05,0
NODE_015,4068,84.6,-6.96,25.7,3.01,1,18.58,0
NODE_014,3954,73.9,-7.68,31.5,2.23,1,21.06,0
NODE_009,3507,24.3,-42.89,44.8,20.74,2,10.23,1
NODE_009,3511,23.1,-44.22,37.3,20.85,3,3.61,1
NODE_018,3789,53.4,-3.33,28.5,4.58,2,59.61,0
NODE_003,3820,58.2,-13.04,32.3,2.11,1,21.16,0
NODE_024,4123,91.6,-7.07,27.8,4.51,1,62.91,0
NODE_016,3634,38.7,-36.33,37.1,9.48,3,10.81,1
NODE_006,3085,1.8,-107.62,55.1,43.01,6,1.99,2
NODE_016,3565,28.2,-21.45,34.8,10.18,2,13.43,1
NODE_019,3561,28.3,-34.36,40.4,17.98,4,12.42,1
NODE_005,3266,8.8,-83.55,58.5,21.91,6,0.34,2
NODE_003,3771,52.4,-8.63,35.4,0.73,0,71.06,0
NODE_018,4163,95.9,-7.63,30.1,5.4,1,42.54,0
NODE_002,3242,8.8,-77.58,61.0,34.96,9,0.35,2
NODE_020,3668,38.8,-40.19,37.8,20.4,3,9.42,1
NODE_006,4161,95.3,-3.66,31.5,1.87,0,27.82,0
NODE_001,3885,64.5,-13.27,24.8,2.57,0,61.79,0
NODE_019,3207,7.1,-53.77,58.1,20.04,12,2.06,2
NODE_007,3141,5.7,-100.15,47.3,32.56,12,1.3,2
NODE_020,3909,66.5,-11.75,18.4,1.41,1,51.15,0
NODE_013,3648,38.5,-43.07,43.2,12.39,3,8.83,1
NODE_009,3708,45.1,-34.27,41.6,10.93,4,10.77,1
NODE_011,3877,63.4,-9.57,27.0,2.25,0,67.25,0
NODE_019,3934,70.9,-4.37,24.3,0.96,0,25.23,0
NODE_021,4086,86.3,-13.11,28.7,1.14,0,64.69,0
NODE_014,3824,57.6,-11.19,31.6,4.36,0,41.54,0
NODE_015,3703,42.4,-27.56,36.1,16.71,1,12.93,1
NODE_006,3905,68.8,-10.98,22.7,3.33,0,47.77,0
NODE_004,4087,86.2,-12.32,27.7,5.18,0,48.99,0
NODE_008,3501,22.7,-22.89,35.0,19.91,1,13.77,1
NODE_003,3879,64.8,-7.05,33.9,4.41,0,64.97,0
NODE_018,3976,75.0,-10.18,34.1,1.07,0,46.67,0
NODE_009,3758,52.9,-11.29,23.5,1.23,0,18.05,0
NODE_013,4171,96.4,-4.01,27.0,4.01,0,62.92,0
NODE_017,4071,86.8,-10.35,25.2,5.7,0,34.78,0
NODE_024,3932,71.8,-13.45,23.3,1.49,0,56.6,0
NODE_014,3480,23.4,-39.78,34.2,17.66,1,5.12,1
NODE_009,4119,89.8,-13.65,31.2,5.66,1,48.69,0
NODE_023,3094,2.4,-62.36,59.4,30.16,13,1.53,2
NODE_020,4076,84.5,-13.84,20.9,4.34,0,47.68,0
NODE_002,3939,71.6,-10.08,31.3,4.6,0,21.37,0
NODE_012,3320,13.0,-91.47,-3.2,41.82,4,0.87,2
NODE_002,3819,59.0,-12.07,27.5,1.79,0,68.51,0
NODE_018,3746,45.7,-22.25,41.4,17.24,2,10.95,1
NODE_002,3988,76.7,-9.81,32.8,4.66,1,64.32,0
NODE_006,3739,47.8,-39.42,44.5,16.53,1,13.26,1
NODE_007,3969,74.2,-4.2,19.5,2.35,0,52.08,0
NODE_018,3365,13.0,-70.88,-2.5,26.2,12,0.83,2
NODE_004,3794,53.7,-13.14,27.1,1.36,1,56.71,0
NODE_005,4007,77.0,-8.9,35.5,2.42,0,57.81,0
NODE_024,3265,9.5,-110.72,58.0,37.51,10,2.39,2
NODE_016,3779,54.7,-14.48,31.6,4.48,0,27.02,0
NODE_021,3267,9.6,-130.96,51.0,39.26,13,0.41,2
NODE_020,3936,70.5,-9.47,27.1,1.11,1,40.63,0
NODE_018,3597,34.2,-36.93,41.9,10.49,2,15.88,1
NODE_024,3916,69.5,-10.58,35.2,2.7,0,27.22,0
NODE_012,3795,54.7,-11.12,21.7,3.89,0,66.12,0
NODE_006,3850,61.2,-11.73,25.8,4.0,0,57.86,0
NODE_005,4023,80.4,-9.66,29.3,1.28,0,40.84,0
NODE_010,3939,71.9,-7.58,26.7,3.59,0,50.15,0
NODE_010,3595,32.9,-29.9,42.2,19.91,1,6.59,1
NODE_017,4014,80.4,-8.95,23.4,2.76,0,63.3,0
NODE_017,3220,6.5,-104.12,59.1,22.67,10,0.8,2
NODE_019,3879,63.3,-11.21,32.3,1.42,0,61.53,0
NODE_001,3808,58.5,-4.97,35.8,1.4,0,42.77,0
NODE_013,3989,77.6,-4.18,18.3,3.49,0,63.01,0
NODE_012,4081,88.5,-14.99,33.8,3.65,0,53.95,0
NODE_002,3880,65.3,-5.22,27.9,3.9,0,32.14,0
NODE_024,3280,9.9,-102.56,47.2,43.14,11,1.99,2
NODE_001,3831,60.6,-6.84,31.0,4.68,0,49.98,0
NODE_020,3832,60.2,-4.07,35.1,2.63,0,32.1,0
NODE_019,3937,71.9,-8.5,33.2,5.95,0,48.75,0
NODE_017,3727,45.4,-20.37,41.8,15.43,1,14.42,1
NODE_002,4034,81.6,-12.55,24.7,4.28,0,32.65,0
NODE_010,4178,98.4,-13.42,28.7,0.74,0,53.92,0
NODE_014,4169,96.5,-5.18,24.7,2.15,0,25.66,0
NODE_005,4154,95.5,-7.66,25.9,3.13,0,40.98,0
